palette,ncolors,red,green,blue
set1,4,55,126,184
set1,4,77,175,74
set1,4,152,78,163
set1,5,228,26,28
set1,5,55,126,184
set1,5,77,175,74
set1,5,152,78,163
set1,5,255,127,0
set1,6,228,26,28
set1,6,55,126,184
set1,6,77,175,74
set1,6,152,78,163
set1,6,255,127,0
set1,6,255,255,51
set1,7,228,26,28
set1,7,55,126,184
set1,7,77,175,74
set1,7,152,78,163
set1,7,255,127,0
set1,7,255,255,51
set1,7,166,86,40
set1,8,228,26,28
set1,8,55,126,184
set1,8,77,175,74
set1,8,152,78,163
set1,8,255,127,0
set1,8,255,255,51
set1,8,166,86,40
set1,8,247,129,191
set1,9,228,26,28
set1,9,55,126,184
set1,9,77,175,74
set1,9,152,78,163
set1,9,255,127,0
set1,9,255,255,51
set1,9,166,86,40
set1,9,247,129,191
set1,9,153,153,153
set2,3,102,194,165
set2,3,252,141,98
set2,3,141,160,203
set2,4,102,194,165
set2,4,252,141,98
set2,4,141,160,203
set2,4,231,138,195
set2,5,102,194,165
set2,5,252,141,98
set2,5,141,160,203
set2,5,231,138,195
set2,5,166,216,84
set2,6,102,194,165
set2,6,252,141,98
set2,6,141,160,203
set2,6,231,138,195
set2,6,166,216,84
set2,6,255,217,47
set2,7,102,194,165
set2,7,252,141,98
set2,7,141,160,203
set2,7,231,138,195
set2,7,166,216,84
set2,7,255,217,47
set2,7,229,196,148
set2,8,102,194,165
set2,8,252,141,98
set2,8,141,160,203
set2,8,231,138,195
set2,8,166,216,84
set2,8,255,217,47
set2,8,229,196,148
set2,8,179,179,179
set3,3,141,211,199
set3,3,255,255,179
set3,3,190,186,218
set3,4,141,211,199
set3,4,255,255,179
set3,4,190,186,218
set3,4,251,128,114
set3,5,141,211,199
set3,5,255,255,179
set3,5,190,186,218
set3,5,251,128,114
set3,5,128,177,211
set3,6,141,211,199
set3,6,255,255,179
set3,6,190,186,218
set3,6,251,128,114
set3,6,128,177,211
set3,6,253,180,98
set3,7,141,211,199
set3,7,255,255,179
set3,7,190,186,218
set3,7,251,128,114
set3,7,128,177,211
set3,7,253,180,98
set3,7,179,222,105
set3,8,141,211,199
set3,8,255,255,179
set3,8,190,186,218
set3,8,251,128,114
set3,8,128,177,211
set3,8,253,180,98
set3,8,179,222,105
set3,8,252,205,229
set3,9,141,211,199
set3,9,255,255,179
set3,9,190,186,218
set3,9,251,128,114
set3,9,128,177,211
set3,9,253,180,98
set3,9,179,222,105
set3,9,252,205,229
set3,9,217,217,217
set3,10,141,211,199
set3,10,255,255,179
set3,10,190,186,218
set3,10,251,128,114
set3,10,128,177,211
set3,10,253,180,98
set3,10,179,222,105
set3,10,252,205,229
set3,10,217,217,217
set3,10,188,128,189
set3,11,141,211,199
set3,11,255,255,179
set3,11,190,186,218
set3,11,251,128,114
set3,11,128,177,211
set3,11,253,180,98
set3,11,179,222,105
set3,11,252,205,229
set3,11,217,217,217
set3,11,188,128,189
set3,11,204,235,197
set3,12,141,211,199
set3,12,255,255,179
set3,12,190,186,218
set3,12,251,128,114
set3,12,128,177,211
set3,12,253,180,98
set3,12,179,222,105
set3,12,252,205,229
set3,12,217,217,217
set3,12,188,128,189
set3,12,204,235,197
set3,12,255,237,111
spectral,3,252,141,89
spectral,3,255,255,191
spectral,3,153,213,148
spectral,4,215,25,28
spectral,4,253,174,97
spectral,4,171,221,164
spectral,4,43,131,186
spectral,5,215,25,28
spectral,5,253,174,97
spectral,5,255,255,191
spectral,5,171,221,164
spectral,5,43,131,186
spectral,6,213,62,79
spectral,6,252,141,89
spectral,6,254,224,139
spectral,6,230,245,152
spectral,6,153,213,148
spectral,6,50,136,189
spectral,7,213,62,79
spectral,7,252,141,89
spectral,7,254,224,139
spectral,7,255,255,191
spectral,7,230,245,152
spectral,7,153,213,148
spectral,7,50,136,189
spectral,8,213,62,79
spectral,8,244,109,67
spectral,8,253,174,97
spectral,8,254,224,139
spectral,8,230,245,152
spectral,8,171,221,164
spectral,8,102,194,165
spectral,8,50,136,189
spectral,9,213,62,79
spectral,9,244,109,67
spectral,9,253,174,97
spectral,9,254,224,139
spectral,9,255,255,191
spectral,9,230,245,152
spectral,9,171,221,164
spectral,9,102,194,165
spectral,9,50,136,189
spectral,10,158,1,66
spectral,10,213,62,79
spectral,10,244,109,67
spectral,10,253,174,97
spectral,10,254,224,139
spectral,10,230,245,152
spectral,10,171,221,164
spectral,10,102,194,165
spectral,10,50,136,189
spectral,10,94,79,162
spectral,11,158,1,66
spectral,11,213,62,79
spectral,11,244,109,67
spectral,11,253,174,97
spectral,11,254,224,139
spectral,11,255,255,191
spectral,11,230,245,152
spectral,11,171,221,164
spectral,11,102,194,165
spectral,11,50,136,189
spectral,11,94,79,162
ylgn,3,247,252,185
ylgn,3,173,221,142
ylgn,3,49,163,84
ylgn,4,255,255,204
ylgn,4,194,230,153
ylgn,4,120,198,121
ylgn,4,35,132,67
ylgn,5,255,255,204
ylgn,5,194,230,153
ylgn,5,120,198,121
ylgn,5,49,163,84
ylgn,5,0,104,55
ylgn,6,255,255,204
ylgn,6,217,240,163
ylgn,6,173,221,142
ylgn,6,120,198,121
ylgn,6,49,163,84
ylgn,6,0,104,55
ylgn,7,255,255,204
ylgn,7,217,240,163
ylgn,7,173,221,142
ylgn,7,120,198,121
ylgn,7,65,171,93
ylgn,7,35,132,67
ylgn,7,0,90,50
ylgn,8,255,255,229
ylgn,8,247,252,185
ylgn,8,217,240,163
ylgn,8,173,221,142
ylgn,8,120,198,121
ylgn,8,65,171,93
ylgn,8,35,132,67
ylgn,8,0,90,50
ylgn,9,255,255,229
ylgn,9,247,252,185
ylgn,9,217,240,163
ylgn,9,173,221,142
ylgn,9,120,198,121
ylgn,9,65,171,93
ylgn,9,35,132,67
ylgn,9,0,104,55
ylgn,9,0,69,41
ylgnbu,3,237,248,177
ylgnbu,3,127,205,187
ylgnbu,3,44,127,184
ylgnbu,4,255,255,204
ylgnbu,4,161,218,180
ylgnbu,4,65,182,196
ylgnbu,4,34,94,168
ylgnbu,5,255,255,204
ylgnbu,5,161,218,180
ylgnbu,5,65,182,196
ylgnbu,5,44,127,184
ylgnbu,5,37,52,148
ylgnbu,6,255,255,204
ylgnbu,6,199,233,180
ylgnbu,6,127,205,187
ylgnbu,6,65,182,196
ylgnbu,6,44,127,184
ylgnbu,6,37,52,148
ylgnbu,7,255,255,204
ylgnbu,7,199,233,180
ylgnbu,7,127,205,187
ylgnbu,7,65,182,196
ylgnbu,7,29,145,192
ylgnbu,7,34,94,168
ylgnbu,7,12,44,132
ylgnbu,8,255,255,217
ylgnbu,8,237,248,177
ylgnbu,8,199,233,180
ylgnbu,8,127,205,187
ylgnbu,8,65,182,196
ylgnbu,8,29,145,192
ylgnbu,8,34,94,168
ylgnbu,8,12,44,132
ylgnbu,9,255,255,217
ylgnbu,9,237,248,177
ylgnbu,9,199,233,180
ylgnbu,9,127,205,187
ylgnbu,9,65,182,196
ylgnbu,9,29,145,192
ylgnbu,9,34,94,168
ylgnbu,9,37,52,148
ylgnbu,9,8,29,88
ylorbr,3,255,247,188
ylorbr,3,254,196,79
ylorbr,3,217,95,14
ylorbr,4,255,255,212
ylorbr,4,254,217,142
ylorbr,4,254,153,41
ylorbr,4,204,76,2
ylorbr,5,255,255,212
ylorbr,5,254,217,142
ylorbr,5,254,153,41
ylorbr,5,217,95,14
ylorbr,5,153,52,4
ylorbr,6,255,255,212
ylorbr,6,254,227,145
ylorbr,6,254,196,79
ylorbr,6,254,153,41
ylorbr,6,217,95,14
ylorbr,6,153,52,4
ylorbr,7,255,255,212
ylorbr,7,254,227,145
ylorbr,7,254,196,79
ylorbr,7,254,153,41
ylorbr,7,236,112,20
ylorbr,7,204,76,2
ylorbr,7,140,45,4
ylorbr,8,255,255,229
ylorbr,8,255,247,188
ylorbr,8,254,227,145
ylorbr,8,254,196,79
ylorbr,8,254,153,41
ylorbr,8,236,112,20
ylorbr,8,204,76,2
ylorbr,8,140,45,4
ylorbr,9,255,255,229
ylorbr,9,255,247,188
ylorbr,9,254,227,145
ylorbr,9,254,196,79
ylorbr,9,254,153,41
ylorbr,9,236,112,20
ylorbr,9,204,76,2
ylorbr,9,153,52,4
ylorbr,9,102,37,6
ylorrd,3,255,237,160
ylorrd,3,254,178,76
ylorrd,3,240,59,32
ylorrd,4,255,255,178
ylorrd,4,254,204,92
ylorrd,4,253,141,60
ylorrd,4,227,26,28
ylorrd,5,255,255,178
ylorrd,5,254,204,92
ylorrd,5,253,141,60
ylorrd,5,240,59,32
ylorrd,5,189,0,38
ylorrd,6,255,255,178
ylorrd,6,254,217,118
ylorrd,6,254,178,76
ylorrd,6,253,141,60
ylorrd,6,240,59,32
ylorrd,6,189,0,38
ylorrd,7,255,255,178
ylorrd,7,254,217,118
ylorrd,7,254,178,76
ylorrd,7,253,141,60
ylorrd,7,252,78,42
ylorrd,7,227,26,28
ylorrd,7,177,0,38
ylorrd,8,255,255,204
ylorrd,8,255,237,160
ylorrd,8,254,217,118
ylorrd,8,254,178,76
ylorrd,8,253,141,60
ylorrd,8,252,78,42
ylorrd,8,227,26,28
ylorrd,8,177,0,38
ylorrd,9,255,255,204
ylorrd,9,255,237,160
ylorrd,9,254,217,118
ylorrd,9,254,178,76
ylorrd,9,253,141,60
ylorrd,9,252,78,42
ylorrd,9,227,26,28
ylorrd,9,189,0,38
ylorrd,9,128,0,38
